"150319","1625 I St NW Ste 800,  Washington,  DC,  20006-4061","Match","Exact","1625 I ST NW, WASHINGTON, DC, 20006","-77.03739,38.901344","76225670","R"
"150316","Suite 1000 South,  Washington,  DC,  20005","No_Match"
"150317","818 Connecticut Ave NW Ste 500,  Washington,  DC,  20006-2713","Match","Exact","818 CONNECTICUT AVE NW, WASHINGTON, DC, 20006","-77.03812,38.900467","76225669","L"
"150314","1776 K St NW,  Washington,  DC,  20006-2304","Match","Exact","1776 K ST NW, WASHINGTON, DC, 20006","-77.04065,38.90252","76225662","L"
"150315","2099 Pennsylvania Ave NW Ste 100,  Washington,  DC,  20006-6801","Match","Exact","2099 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.04651,38.901276","76225370","R"
"150312","1700 Pennsylvania Ave NW,  Washington,  DC,  20006-4700","Match","Exact","1700 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.03964,38.898872","76225654","L"
"150313","1717 K St NW,  Washington,  DC,  20006-5343","Match","Exact","1717 K ST NW, WASHINGTON, DC, 20006","-77.03963,38.90253","76225662","R"
"150310","655 Fifteenth Street,  Washington,  DC,  20005","Match","Non_Exact","655 15TH ST NW, WASHINGTON, DC, 20005","-77.03364,38.897873","76225881","R"
"150311","1717 K St NW,  Washington,  DC,  20006-5343","Match","Exact","1717 K ST NW, WASHINGTON, DC, 20006","-77.03963,38.90253","76225662","R"
"150208","2001 K Street N West,  Washington,  DC,  20006","No_Match"
"150329","1601 K St NW,  Washington,  DC,  20006-1682","Match","Non_Exact","1601 K ST NW, WASHINGTON, DC, 20001","-77.0367,38.90253","76225668","R"
"150209","1700 Pennsylvania Ave NW.Suite. 600,  Washington,  DC,  20006-4723","Match","Exact","1700 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.03964,38.898872","76225654","L"
"150206","1625 Eye Street Northwest,  Washington,  DC,  20006","No_Match"
"150327","1775 K Street N West Suite 600,  Washington,  DC,  20006","Match","Non_Exact","1775 K ST NW, WASHINGTON, DC, 20006","-77.04096,38.90253","76225662","R"
"150328","1201 F Street Northwest Suite 500,  Washington,  DC,  20004","No_Match"
"150204","1801 K St NW,  Washington,  DC,  20006-1301","Match","Non_Exact","1801 K ST NW, WASHINGTON, DC, 20001","-77.04183,38.90253","76225394","R"
"150325","1875 Pennsylvania Avenue N West,  Washington,  DC,  20006","Match","Non_Exact","1875 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.0433,38.90015","76240492","R"
"150326","1775 K St NW Ste 600,  Washington,  DC,  20006-1530","Match","Exact","1775 K ST NW, WASHINGTON, DC, 20006","-77.04096,38.90253","76225662","R"
"150323","900 17th St NW Ste 1125,  Washington,  DC,  20006-2501","Match","Exact","900 17TH ST NW, WASHINGTON, DC, 20006","-77.03946,38.901436","76225663","L"
"150203","1825 I St NW Ste 900,  Washington,  DC,  20006-5468","Match","Exact","1825 I ST NW, WASHINGTON, DC, 20006","-77.0422,38.90134","76225644","R"
"150324","2000 Pennsylvania Avenue NorthwestSuite 5500,  Washington,  DC,  20006-1888","Match","Non_Exact","2000 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.045044,38.90075","76225370","L"
"150200","Miller & Chevalier Chtd 900 16th St NW,  Washington,  DC,  20006","No_Match"
"150321","2020 K Street NW,  Washington,  DC,  20006-1806","Match","Exact","2020 K ST NW, WASHINGTON, DC, 20006","-77.04534,38.90252","76225363","L"
"150201","900 16th St NW,  Washington,  DC,  20006-2901","Match","Exact","900 16TH ST NW, WASHINGTON, DC, 20006","-77.03655,38.90144","76225747","L"
"150322","1875 Pennsylvania Avenue N West,  Washington,  DC,  20006","Match","Non_Exact","1875 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.0433,38.90015","76240492","R"
"150320","1666 K Northwest,  Washington,  DC,  20006","Match","Non_Exact","1666 K ST NW, WASHINGTON, DC, 20006","-77.03781,38.90252","76225668","L"
"150219","1875 K St NW,  Washington,  DC,  20006-1238","Match","Non_Exact","1875 K ST NW, WASHINGTON, DC, 20001","-77.04295,38.90253","76225394","R"
"150217","1875 Pennsylvania Ave NW,  Washington,  DC,  20006-3642","Match","Exact","1875 PENNSYLVANIA AVE NW, WASHINGTON, DC, 20006","-77.0433,38.90015","76240492","R"
"150218","900 17th St NW Ste 1000,  Washington,  DC,  20006-2513","Match","Exact","900 17TH ST NW, WASHINGTON, DC, 20006","-77.03946,38.901436","76225663","L"
